flight_number,airport,type,status,aircraft
QP 1359,DEL,Arrival,Arrived,VT-YBD
SG 194,DEL,Arrival,Arrived,OK-TVS
6E 2506,DEL,Arrival,Arrived,
6E 2156,DEL,Arrival,Arrived,
AI 224,DEL,Arrival,Arrived,VT-CIN
6E 1232,DEL,Arrival,Canceled,
AI 1884,DEL,Arrival,Arrived,
AI 2414,DEL,Arrival,Expected,VT-EXI
6E 424,DEL,Arrival,Arrived,
6E 1082,DEL,Arrival,Delayed,
SG 937,DEL,Arrival,Arrived,
IX 174,DEL,Arrival,Canceled,
AI 2906,DEL,Arrival,Arrived,VT-TQG
ET 686,DEL,Arrival,Expected,ET-ANR
AI 2954,DEL,Arrival,Expected,
AI 830,DEL,Arrival,Expected,VT-PPJ
6E 6763,DEL,Arrival,Delayed,VT-ICK
6E 6021,DEL,Arrival,Expected,VT-NCS
QP 1405,DEL,Arrival,Expected,
IX 1060,DEL,Arrival,Expected,VT-BXK
6E 6770,DEL,Arrival,Expected,VT-NHM
6E 6369,DEL,Arrival,Expected,
SG 130,DEL,Arrival,Expected,VT-SLC
AI 2928,DEL,Arrival,Expected,VT-RTL
SG 141,DEL,Arrival,Expected,VT-SGG
BA 257,DEL,Arrival,Expected,G-XWBO
AI 3204,DEL,Arrival,Expected,VT-CIO
AI 2559,DEL,Arrival,Expected,VT-TNP
6E 2228,DEL,Arrival,Expected,
AI 2810,DEL,Arrival,Expected,VT-TNC
6E 157,DEL,Arrival,Expected,
QR 570,DEL,Arrival,Canceled,
AI 2896,DEL,Arrival,Expected,VT-TQT
QP 1342,DEL,Arrival,Expected,
6E 1346,DEL,Arrival,Canceled,
6E 6704,DEL,Arrival,Expected,
WY 241,DEL,Arrival,Expected,
AI 2424,DEL,Arrival,Expected,VT-TQV
AI 216,DEL,Arrival,Expected,VT-EDE
VS 300,DEL,Arrival,Expected,G-VNVR
AI 2500,DEL,Arrival,Expected,
SG 661,DEL,Arrival,Delayed,VT-MXI
6E 301,DEL,Arrival,Expected,
6E 6416,DEL,Arrival,Expected,VT-ILI
6E 5093,DEL,Arrival,Delayed,VT-IFS
IX 2678,DEL,Arrival,Expected,VT-BWB
6E 2175,DEL,Arrival,Expected,
AI 2884,DEL,Arrival,Expected,VT-CIH
AI 1808,DEL,Arrival,Expected,VT-RTM
AI 2720,DEL,Arrival,Expected,VT-TNS
QP 1410,DEL,Arrival,Expected,
6E 542,DEL,Arrival,Expected,VT-IBD
SG 122,DEL,Arrival,Expected,
SG 8152,DEL,Arrival,Expected,
6E 770,DEL,Arrival,Delayed,VT-IQQ
6E 2119,DEL,Arrival,Expected,VT-NHG
6E 2188,DEL,Arrival,Expected,
6E 1702,DEL,Arrival,Expected,VT-IIY
AI 1834,DEL,Arrival,Expected,
AI 1860,DEL,Arrival,Expected,
6E 6603,DEL,Arrival,Expected,
SG 880,DEL,Arrival,Expected,OK-TVV
AI 2860,DEL,Arrival,Expected,VT-TQC
AI 864,DEL,Arrival,Expected,
AI 2832,DEL,Arrival,Expected,VT-TQX
AI 1862,DEL,Arrival,Expected,
AI 120,DEL,Arrival,Delayed,VT-NAA
IX 2841,DEL,Arrival,Expected,VT-BXA
AI 2654,DEL,Arrival,Expected,VT-TQN
6E 6675,DEL,Arrival,Expected,
AI 2470,DEL,Arrival,Expected,VT-TQB
FZ 441,DEL,Arrival,Expected,
EK 510,DEL,Arrival,Delayed,
AI 2428,DEL,Arrival,Expected,
AI 818,DEL,Arrival,Expected,
TG 323,DEL,Arrival,Expected,HS-TXB
ZZ 945,DEL,Arrival,Expected,
AI 138,DEL,Arrival,Expected,
6E 5130,DEL,Arrival,Expected,
IX 1271,DEL,Arrival,Delayed,
6E 6742,DEL,Arrival,Expected,
ZZ 950,DEL,Arrival,Expected,
6E 6558,DEL,Arrival,Expected,
6E 6621,DEL,Arrival,Expected,
6E 6433,DEL,Arrival,Expected,VT-ICF
6E 2646,DEL,Arrival,Expected,
6E 2163,DEL,Arrival,Expected,
AI 2466,DEL,Arrival,Expected,
6E 6854,DEL,Arrival,Expected,
SG 2942,DEL,Arrival,Expected,
AI 142,DEL,Arrival,Expected,
IX 1983,DEL,Arrival,Expected,
AI 416,DEL,Arrival,Expected,
QP 1607,DEL,Arrival,Expected,
AI 1836,DEL,Arrival,Expected,
6E 333,DEL,Arrival,Expected,
IX 1738,DEL,Arrival,Expected,
AI 2970,DEL,Arrival,Expected,
6E 6821,DEL,Arrival,Expected,
6E 2312,DEL,Arrival,Expected,
6E 379,DEL,Arrival,Expected,
AI 1810,DEL,Arrival,Expected,
AI 2808,DEL,Arrival,Expected,VT-TNQ
6E 841,DEL,Arrival,Expected,VT-NHI
AI 152,DEL,Arrival,Delayed,VT-ANV
6E 6302,DEL,Arrival,Expected,
6E 404,DEL,Arrival,Expected,
IX 1109,DEL,Arrival,Expected,
AI 1838,DEL,Arrival,Expected,
6E 2285,DEL,Arrival,Expected,
SG 904,DEL,Arrival,Expected,
AI 2778,DEL,Arrival,Expected,
AI 1890,DEL,Arrival,Expected,
AI 1812,DEL,Arrival,Expected,
6E 6363,DEL,Arrival,Expected,
IX 1058,DEL,Arrival,Expected,
6E 355,DEL,Arrival,Expected,
QP 1823,DEL,Arrival,Expected,VT-YBL
AI 2591,DEL,Arrival,Expected,
AI 1866,DEL,Arrival,Expected,
6E 2051,DEL,Arrival,Expected,
IX 1464,DEL,Arrival,Expected,
6E 64,DEL,Arrival,Canceled,
6E 576,DEL,Arrival,Expected,
QP 1802,DEL,Arrival,Expected,
6E 6579,DEL,Arrival,Expected,
AI 2946,DEL,Arrival,Expected,
AI 3202,DEL,Arrival,Expected,VT-EXO
AI 2572,DEL,Arrival,Expected,
HY 423,DEL,Arrival,Expected,
IX 1068,DEL,Arrival,Delayed,
AI 2886,DEL,Arrival,Canceled,
6E 7443,DEL,Arrival,Expected,
6E 5263,DEL,Arrival,Expected,
SG 660,DEL,Arrival,Expected,
KC 907,DEL,Arrival,Expected,EI-KDD
AI 214,DEL,Arrival,Expected,
6E 6766,DEL,Arrival,Expected,
6E 579,DEL,Arrival,Expected,
6E 6737,DEL,Arrival,Expected,
AI 496,DEL,Arrival,Expected,
IX 1276,DEL,Arrival,Expected,
6E 6476,DEL,Arrival,Expected,
6E 7484,DEL,Arrival,Delayed,
AI 2868,DEL,Arrival,Expected,VT-TNU
AI 1840,DEL,Arrival,Expected,
IX 1269,DEL,Arrival,Expected,
AI 282,DEL,Arrival,Expected,
AI 2333,DEL,Arrival,Expected,VT-EXT
IX 1980,DEL,Arrival,Expected,
AI 2381,DEL,Arrival,Expected,VT-TVC
6E 2415,DEL,Arrival,Expected,
AI 886,DEL,Arrival,Expected,
AI 1864,DEL,Arrival,Expected,
AI 2030,DEL,Arrival,Delayed,VT-TSH
6E 2382,DEL,Arrival,Expected,
IX 1037,DEL,Arrival,Expected,
6E 6510,DEL,Arrival,Expected,
AI 2430,DEL,Arrival,Expected,
6E 2276,DEL,Arrival,Expected,
AI 1814,DEL,Arrival,Expected,
6E 6490,DEL,Arrival,Expected,
AI 1892,DEL,Arrival,Expected,
MH 172,DEL,Arrival,Expected,9M-MVA
IX 1224,DEL,Arrival,Expected,
AI 156,DEL,Arrival,Delayed,VT-ANS
6E 5077,DEL,Arrival,Expected,
IX 1047,DEL,Arrival,Expected,
6E 6267,DEL,Arrival,Expected,
ZZ 1200,DEL,Arrival,Expected,
ZZ 1200,DEL,Arrival,Expected,
6E 2088,DEL,Arrival,Expected,
6E 1152,DEL,Arrival,Expected,
AI 166,DEL,Arrival,Delayed,VT-ANL
AI 880,DEL,Arrival,Expected,
AI 2543,DEL,Arrival,Expected,
6E 6052,DEL,Arrival,Expected,
6E 871,DEL,Arrival,Expected,VT-IMC
6E 2134,DEL,Arrival,Expected,
AI 2379,DEL,Arrival,Expected,
AI 315,DEL,Arrival,Expected,VT-TVJ
6E 130,DEL,Arrival,Expected,
AI 2526,DEL,Arrival,Expected,
6E 6651,DEL,Arrival,Expected,
AI 2804,DEL,Arrival,Expected,VT-TNQ
6E 2584,DEL,Arrival,Expected,
AI 2432,DEL,Arrival,Delayed,
6E 240,DEL,Arrival,Expected,
ZZ 1230,DEL,Arrival,Expected,
6E 363,DEL,Arrival,Expected,
AI 2706,DEL,Arrival,Expected,
SG 132,DEL,Arrival,Expected,
AI 158,DEL,Arrival,Delayed,VT-ANI
SG 958,DEL,Arrival,Expected,
AI 2536,DEL,Arrival,Expected,
FG 311,DEL,Arrival,Unknown,
QP 1832,DEL,Arrival,Expected,
6E 6731,DEL,Arrival,Expected,
6E 6642,DEL,Arrival,Expected,
AI 3208,DEL,Arrival,Expected,
SG 129,DEL,Arrival,Delayed,
AI 2018,DEL,Arrival,Delayed,VT-TSN
6E 1708,DEL,Arrival,Expected,VT-IQI
QP 1106,DEL,Arrival,Delayed,
SG 124,DEL,Arrival,Expected,
6E 175,DEL,Arrival,Expected,VT-NCP
6E 6827,DEL,Arrival,Expected,
6E 6723,DEL,Arrival,Expected,
AI 2464,DEL,Arrival,Expected,
6E 6389,DEL,Arrival,Expected,
6E 2195,DEL,Arrival,Expected,
AI 2952,DEL,Arrival,Delayed,
6E 6420,DEL,Arrival,Expected,
6E 5105,DEL,Arrival,Expected,VT-IJZ
AI 2406,DEL,Arrival,Expected,VT-TNI
AI 2908,DEL,Arrival,Expected,
AI 2836,DEL,Arrival,Expected,
6E 2094,DEL,Arrival,Expected,
6E 2173,DEL,Arrival,Expected,
T5 533,DEL,Arrival,Expected,
WY 245,DEL,Arrival,Expected,
AI 2462,DEL,Arrival,Expected,
6E 6028,DEL,Arrival,Expected,
6E 6609,DEL,Arrival,Expected,
AI 1870,DEL,Arrival,Expected,
6E 2416,DEL,Arrival,Expected,
QP 1821,DEL,Arrival,Expected,VT-YBA
AI 2898,DEL,Arrival,Expected,
AI 2016,DEL,Arrival,Delayed,VT-TSE
AI 2419,DEL,Arrival,Expected,
KB 202,DEL,Arrival,Expected,
AI 1816,DEL,Arrival,Expected,
6E 5233,DEL,Arrival,Expected,
SG 170,DEL,Arrival,Expected,
6E 7157,DEL,Arrival,Expected,
AI 1894,DEL,Arrival,Expected,
6E 6842,DEL,Arrival,Expected,
AI 1844,DEL,Arrival,Expected,
QP 1379,DEL,Arrival,Expected,
EK 516,DEL,Arrival,Expected,
6E 869,DEL,Arrival,Expected,VT-NCJ
6E 2321,DEL,Arrival,Expected,
EY 214,DEL,Arrival,Canceled,
SG 9172,DEL,Arrival,Canceled,
AI 492,DEL,Arrival,Expected,
AI 1896,DEL,Arrival,Expected,
SG 719,DEL,Arrival,Unknown,
6E 6640,DEL,Arrival,Expected,
AI 2533,DEL,Arrival,Expected,
BG 397,DEL,Arrival,Expected,
QP 1608,DEL,Arrival,Expected,
6E 6757,DEL,Arrival,Expected,
IX 1507,DEL,Arrival,Expected,
6E 6780,DEL,Arrival,Expected,
SG 664,DEL,Arrival,Canceled,
6E 1154,DEL,Arrival,Expected,
6E 6710,DEL,Arrival,Expected,
6E 1070,DEL,Arrival,Expected,
AI 2524,DEL,Arrival,Expected,
6E 615,DEL,Arrival,Expected,
AI 2677,DEL,Arrival,Expected,
6E 6003,DEL,Arrival,Expected,
6E 6365,DEL,Arrival,Expected,
6E 6383,DEL,Arrival,Expected,
MS 969,BOM,Departure,Unknown,SU-GDT
6E 6045,BOM,Departure,Departed,VT-NCF
LH 757,BOM,Departure,Expected,D-ABPQ
TG 352,BOM,Departure,Departed,HS-TXF
AI 2213,BOM,Departure,Unknown,
6E 1085,BOM,Departure,Departed,VT-IXQ
J2 60,BOM,Departure,Expected,4K-AZ83
ET 611,BOM,Departure,Unknown,
QR 557,BOM,Departure,Canceled,
EK 501,BOM,Departure,Departed,A6-EOV
6E 534,BOM,Departure,Unknown,VT-IMR
6E 567,BOM,Departure,Unknown,VT-IRZ
6E 1303,BOM,Departure,Canceled,
6E 73,BOM,Departure,Unknown,
6E 17,BOM,Departure,Unknown,
6E 136,BOM,Departure,Departed,VT-IMD
VS 359,BOM,Departure,Expected,G-VELJ
EY 207,BOM,Departure,Departed,
VZ 761,BOM,Departure,Departed,HS-VKC
6E 1071,BOM,Departure,Departed,VT-NCA
G9 406,BOM,Departure,Unknown,A6-ARD
6E 656,BOM,Departure,Departed,VT-NCU
QP 1304,BOM,Departure,Unknown,
AI 2743,BOM,Departure,Unknown,VT-TYD
OV 762,BOM,Departure,Unknown,
AI 603,BOM,Departure,Unknown,
6E 1051,BOM,Departure,Departed,VT-IWU
6E 5052,BOM,Departure,Departed,VT-ITG
IX 1282,BOM,Departure,Departed,VT-BXG
6E 1131,BOM,Departure,Unknown,VT-IIW
AI 2728,BOM,Departure,Departed,VT-EXR
6E 549,BOM,Departure,Departed,VT-IBJ
6E 1185,BOM,Departure,Unknown,
AI 2501,BOM,Departure,Unknown,VT-RTU
6E 21,BOM,Departure,Expected,
6E 5140,BOM,Departure,Departed,VT-IUQ
6E 5248,BOM,Departure,Departed,
UL 142,BOM,Departure,Departed,4R-ABL
AI 2891,BOM,Departure,Departed,VT-EXV
TC 401,BOM,Departure,Unknown,5H-TCG
6E 5147,BOM,Departure,Departed,
IX 1237,BOM,Departure,Unknown,VT-BXE
6E 5352,BOM,Departure,Departed,VT-NCV
QP 1637,BOM,Departure,Unknown,
AI 2507,BOM,Departure,Unknown,VT-PPM
6E 2156,BOM,Departure,Departed,
AI 2581,BOM,Departure,Departed,VT-TQH
6E 5107,BOM,Departure,Unknown,VT-IOF
AI 2845,BOM,Departure,Departed,VT-EXH
AI 601,BOM,Departure,Unknown,VT-PPH
AI 2843,BOM,Departure,Unknown,VT-TYB
AI 2625,BOM,Departure,Departed,VT-TQF
AI 129,BOM,Departure,Canceled,VT-ALT
6E 5151,BOM,Departure,Unknown,VT-IIF
6E 5144,BOM,Departure,Departed,
AI 471,BOM,Departure,Departed,VT-SCQ
6E 5202,BOM,Departure,Departed,
GF 57,BOM,Departure,Unknown,
6E 1601,BOM,Departure,Departed,VT-IQU
6E 5124,BOM,Departure,Departed,
6E 5126,BOM,Departure,Departed,VT-IUZ
AI 2605,BOM,Departure,Unknown,VT-TQU
AI 2787,BOM,Departure,Unknown,VT-CIF
IX 1026,BOM,Departure,Unknown,VT-BXY
6E 2442,BOM,Departure,Unknown,
KQ 205,BOM,Departure,Unknown,
AI 2603,BOM,Departure,Departed,VT-TNE
6E 5161,BOM,Departure,Departed,VT-ICZ
AI 493,BOM,Departure,Unknown,VT-PPX
AI 2771,BOM,Departure,Unknown,VT-TNW
AI 2928,BOM,Departure,Departed,VT-RTL
QP 1410,BOM,Departure,Expected,
TK 721,BOM,Departure,Expected,
AI 864,BOM,Departure,Expected,
6E 5012,BOM,Departure,Departed,
6E 5123,BOM,Departure,Unknown,VT-ISS
IX 2367,BOM,Departure,Unknown,VT-BWL
6E 301,BOM,Departure,Expected,
SG 661,BOM,Departure,Departed,VT-MXI
6E 6674,BOM,Departure,Unknown,
6E 6538,BOM,Departure,Unknown,
SG 880,BOM,Departure,Expected,OK-TVV
6E 5329,BOM,Departure,Unknown,VT-NHE
AI 2821,BOM,Departure,Departed,VT-CIE
AI 2183,BOM,Departure,Unknown,
AI 2591,BOM,Departure,Unknown,
SG 488,BOM,Departure,Unknown,
AI 2354,BOM,Departure,Unknown,VT-EXM
AI 2424,BOM,Departure,Departed,VT-TQV
6E 5142,BOM,Departure,Departed,VT-IOH
6E 202,BOM,Departure,Unknown,
AI 2873,BOM,Departure,Unknown,VT-TNZ
IX 1280,BOM,Departure,Unknown,VT-BWM
6E 2442,BOM,Departure,Departed,
AI 2741,BOM,Departure,Unknown,VT-CIP
6E 5296,BOM,Departure,Departed,VT-NCM
6E 5285,BOM,Departure,Unknown,
AI 2851,BOM,Departure,Expected,VT-TQD
UR 431,BOM,Departure,Unknown,
UR 431,BOM,Departure,Unknown,
AI 2428,BOM,Departure,Expected,
AI 2428,BOM,Departure,Expected,
6E 333,BOM,Departure,Expected,
6E 333,BOM,Departure,Expected,
6E 5016,BOM,Departure,Unknown,
6E 6701,BOM,Departure,Unknown,
6E 5287,BOM,Departure,Unknown,
SG 145,BOM,Departure,Unknown,
6E 5167,BOM,Departure,Unknown,
IX 1176,BOM,Departure,Unknown,
6E 5246,BOM,Departure,Unknown,
6E 2347,BOM,Departure,Unknown,
AI 909,BOM,Departure,Unknown,
6E 5027,BOM,Departure,Unknown,
AI 2970,BOM,Departure,Expected,
QP 1446,BOM,Departure,Unknown,
QP 1781,BOM,Departure,Unknown,
BA 134,BOM,Departure,Expected,
6E 5281,BOM,Departure,Unknown,
6E 591,BOM,Departure,Unknown,
QP 1524,BOM,Departure,Unknown,
6E 2138,BOM,Departure,Unknown,
6E 5193,BOM,Departure,Expected,VT-NHL
6E 1115,BOM,Departure,Unknown,
AI 1890,BOM,Departure,Expected,
SG 666,BOM,Departure,Unknown,
AI 417,BOM,Departure,Unknown,
AI 2739,BOM,Departure,Unknown,
QP 1518,BOM,Departure,Unknown,
6E 355,BOM,Departure,Expected,
6E 1011,BOM,Departure,Expected,
AI 645,BOM,Departure,Unknown,
KU 304,BOM,Departure,Unknown,
RJ 193,BOM,Departure,Unknown,
QP 618,BOM,Departure,Expected,
6E 1451,BOM,Departure,Unknown,
AI 2432,BOM,Departure,Expected,
SG 334,BOM,Departure,Unknown,
SG 920,BOM,Departure,Unknown,
9I 623,BOM,Departure,Unknown,
S5 164,BOM,Departure,Unknown,
6E 5172,BOM,Departure,Unknown,
6E 1903,BOM,Departure,Expected,
6E 5135,BOM,Departure,Unknown,
6E 5262,BOM,Departure,Unknown,
6E 5076,BOM,Departure,Expected,VT-IWT
AI 2430,BOM,Departure,Expected,
6E 6052,BOM,Departure,Expected,
AI 2855,BOM,Departure,Unknown,
AI 2789,BOM,Departure,Unknown,
AI 2847,BOM,Departure,Unknown,
6E 6747,BOM,Departure,Unknown,
AI 2863,BOM,Departure,Expected,VT-TNF
6E 5036,BOM,Departure,Unknown,
AI 2107,BOM,Departure,Expected,
WY 202,BOM,Departure,Unknown,
6E 6596,BOM,Departure,Unknown,
AI 695,BOM,Departure,Unknown,
6E 1915,BOM,Departure,Unknown,
AI 2997,BOM,Departure,Unknown,
EK 505,BOM,Departure,Expected,
AI 2579,BOM,Departure,Unknown,
QP 1529,BOM,Departure,Unknown,
6E 5318,BOM,Departure,Unknown,
VS 355,BOM,Departure,Expected,
6E 5013,BOM,Departure,Unknown,
ET 641,BOM,Departure,Unknown,
6E 6937,BOM,Departure,Unknown,
AI 2952,BOM,Departure,Expected,
AI 2781,BOM,Departure,Unknown,
AI 2444,BOM,Departure,Unknown,
6E 6827,BOM,Departure,Expected,
QP 1385,BOM,Departure,Unknown,
EY 201,BOM,Departure,Canceled,
AI 647,BOM,Departure,Unknown,
AI 2747,BOM,Departure,Unknown,
AI 2491,BOM,Departure,Unknown,
6E 1855,BOM,Departure,Unknown,
6E 5217,BOM,Departure,Expected,VT-NCV
6E 5181,BOM,Departure,Unknown,
AI 2841,BOM,Departure,Unknown,
6E 357,BOM,Departure,Unknown,
6E 5024,BOM,Departure,Unknown,
AI 2471,BOM,Departure,Unknown,
IX 1281,BOM,Departure,Unknown,
6E 5385,BOM,Departure,Unknown,
AI 633,BOM,Departure,Unknown,
SQ 421,BOM,Departure,Expected,
6E 827,BOM,Departure,Unknown,
6E 827,BOM,Departure,Unknown,
AI 2632,BOM,Departure,Expected,VT-TNE
AI 2632,BOM,Departure,Expected,VT-TNE
6E 5316,BOM,Departure,Unknown,
6E 5316,BOM,Departure,Unknown,
6E 6028,BOM,Departure,Expected,
6E 6028,BOM,Departure,Expected,
AI 2419,BOM,Departure,Expected,
SG 2905,BOM,Departure,Unknown,
6E 2043,BOM,Departure,Unknown,
AI 431,BOM,Departure,Unknown,
6E 6397,BOM,Departure,Unknown,
AI 2276,BOM,Departure,Unknown,
6E 6713,BOM,Departure,Unknown,
AI 2593,BOM,Departure,Unknown,
AI 2027,BOM,Departure,Expected,
SG 302,BOM,Departure,Expected,OK-TVM
6E 6112,BOM,Departure,Expected,VT-NCM
6E 5931,BOM,Departure,Unknown,
9I 603,BOM,Departure,Unknown,
AI 2503,BOM,Departure,Unknown,
6E 544,BOM,Departure,Unknown,
QP 1127,BOM,Departure,Expected,
6E 615,BOM,Departure,Expected,
AI 2677,BOM,Departure,Expected,
QP 1546,BOM,Departure,Unknown,
S5 333,BOM,Departure,Unknown,
IX 1247,BOM,Departure,Unknown,
AI 2477,BOM,Departure,Unknown,
QP 1498,BOM,Departure,Unknown,
BA 198,BOM,Departure,Expected,
6E 6207,BOM,Departure,Unknown,
IX 2546,BOM,Departure,Unknown,
6E 410,BOM,Departure,Unknown,
6E 5089,BOM,Departure,Unknown,
QP 1380,BOM,Departure,Unknown,
6E 559,BOM,Departure,Unknown,
AI 2337,BOM,Departure,Unknown,
AI 2517,BOM,Departure,Unknown,
IX 1023,BOM,Departure,Unknown,
AI 2780,BOM,Departure,Unknown,
6E 6274,BOM,Departure,Unknown,
AI 2960,BOM,Departure,Expected,
QP 1503,BOM,Departure,Unknown,
EY 203,BOM,Departure,Canceled,
WY 204,BOM,Departure,Unknown,
AI 131,BOM,Departure,Expected,
AI 2753,BOM,Departure,Unknown,
6E 165,BOM,Departure,Unknown,
AI 2773,BOM,Departure,Unknown,
6E 6228,BOM,Departure,Unknown,
6E 6037,BOM,Departure,Unknown,
6E 1,BOM,Departure,Expected,
AI 2944,BOM,Departure,Expected,
6E 199,BOM,Departure,Expected,
QP 1819,BOM,Departure,Expected,
6E 6201,BOM,Departure,Expected,
AI 2659,BOM,Departure,Expected,
6E 490,BOM,Departure,Expected,
QP 71,BOM,Arrival,Canceled,
6E 1402,BOM,Arrival,Unknown,
VS 358,BOM,Arrival,Expected,G-VELJ
6E 2739,BOM,Arrival,Unknown,VT-IBJ
6E 132,BOM,Arrival,Unknown,VT-IXJ
6E 1502,BOM,Arrival,Unknown,VT-IXM
6E 22,BOM,Arrival,Canceled,LN-FNE
J2 59,BOM,Arrival,Expected,4K-AZ83
SG 251,BOM,Arrival,Unknown,VT-MXI
AI 2858,BOM,Arrival,Expected,VT-TQW
AI 2858,BOM,Arrival,Expected,VT-TQW
AI 128,BOM,Arrival,Expected,VT-ALT
6E 62,BOM,Arrival,Approaching,VT-IQU
G9 405,BOM,Arrival,Approaching,A6-ARD
OV 761,BOM,Arrival,Unknown,
AI 984,BOM,Arrival,Unknown,
IX 252,BOM,Arrival,Unknown,
AI 2290,BOM,Arrival,Canceled,
IX 268,BOM,Arrival,Unknown,
6E 60,BOM,Arrival,Approaching,VT-IIU
TC 400,BOM,Arrival,Approaching,5H-TCG
IX 236,BOM,Arrival,Unknown,
6E 5323,BOM,Arrival,Expected,VT-NCM
GF 56,BOM,Arrival,Unknown,
6E 1202,BOM,Arrival,Unknown,
6E 5065,BOM,Arrival,Approaching,VT-NHE
6E 1236,BOM,Arrival,Unknown,
QP 572,BOM,Arrival,Unknown,
AI 2250,BOM,Arrival,Unknown,
6E 92,BOM,Arrival,Expected,VT-IQT
TK 720,BOM,Arrival,Approaching,TC-JOD
6E 1492,BOM,Arrival,Unknown,
UR 430,BOM,Arrival,Unknown,
SG 875,BOM,Arrival,Approaching,OK-TVV
AI 2246,BOM,Arrival,Approaching,VT-CIP
6E 2766,BOM,Arrival,Expected,VT-NCW
SG 14,BOM,Arrival,Unknown,
6E 5182,BOM,Arrival,Unknown,
BA 135,BOM,Arrival,Approaching,G-ZBKH
AI 2918,BOM,Arrival,Approaching,VT-TQR
6E 18,BOM,Arrival,Unknown,
6E 5245,BOM,Arrival,Unknown,
EY 200,BOM,Arrival,Canceled,
6E 82,BOM,Arrival,Unknown,
6E 449,BOM,Arrival,Expected,VT-NCK
6E 5002,BOM,Arrival,Unknown,VT-IWZ
6E 2046,BOM,Arrival,Approaching,VT-IMR
6E 5114,BOM,Arrival,Expected,VT-NHL
ET 610,BOM,Arrival,Unknown,ET-ASL
KQ 204,BOM,Arrival,Approaching,5Y-CYE
AI 2872,BOM,Arrival,Approaching,VT-TNX
QP 562,BOM,Arrival,Expected,VT-YAC
AI 414,BOM,Arrival,Approaching,VT-SCM
6E 5297,BOM,Arrival,Unknown,
6E 5168,BOM,Arrival,Unknown,
AI 2828,BOM,Arrival,Approaching,VT-TQE
QP 1173,BOM,Arrival,Unknown,
SG 655,BOM,Arrival,Approaching,VT-MXD
AI 1745,BOM,Arrival,Expected,VT-RTN
RJ 192,BOM,Arrival,Approaching,JY-RAD
6E 924,BOM,Arrival,Unknown,VT-NCX
6E 2053,BOM,Arrival,Unknown,VT-IBQ
6E 2053,BOM,Arrival,Unknown,VT-IBQ
6E 5261,BOM,Arrival,Unknown,
6E 5261,BOM,Arrival,Unknown,
QP 1736,BOM,Arrival,Expected,VT-YBM
QP 1736,BOM,Arrival,Expected,VT-YBM
KU 303,BOM,Arrival,Unknown,
6E 1342,BOM,Arrival,Canceled,
6E 6218,BOM,Arrival,Expected,
6E 1414,BOM,Arrival,Unknown,VT-IMD
VS 354,BOM,Arrival,Expected,G-VLIB
QP 1954,BOM,Arrival,Unknown,
EK 504,BOM,Arrival,Expected,
AI 604,BOM,Arrival,Unknown,VT-SCV
AI 2402,BOM,Arrival,Expected,VT-ATV
SG 385,BOM,Arrival,Expected,VT-SXA
AI 2975,BOM,Arrival,Expected,VT-TVB
6E 5223,BOM,Arrival,Unknown,VT-ICQ
6E 5113,BOM,Arrival,Unknown,
S5 395,BOM,Arrival,Unknown,
AI 2028,BOM,Arrival,Expected,VT-AWA
6E 6087,BOM,Arrival,Unknown,
6E 5145,BOM,Arrival,Unknown,
6E 5075,BOM,Arrival,Expected,VT-IWT
6E 5035,BOM,Arrival,Unknown,VT-IIJ
AI 2429,BOM,Arrival,Expected,VT-EXJ
6E 6814,BOM,Arrival,Expected,
6E 6746,BOM,Arrival,Unknown,VT-IMD
AI 2779,BOM,Arrival,Unknown,VT-CIQ
AI 2626,BOM,Arrival,Unknown,VT-TNF
AI 2892,BOM,Arrival,Unknown,
WY 201,BOM,Arrival,Unknown,A4O-BT
6E 5053,BOM,Arrival,Unknown,
AI 2943,BOM,Arrival,Expected,VT-RTT
AI 2582,BOM,Arrival,Unknown,
AI 602,BOM,Arrival,Unknown,
6E 5174,BOM,Arrival,Unknown,
6E 5213,BOM,Arrival,Unknown,
AI 2644,BOM,Arrival,Unknown,
QP 1375,BOM,Arrival,Expected,VT-YAB
AI 2502,BOM,Arrival,Unknown,
6E 675,BOM,Arrival,Expected,
AI 2744,BOM,Arrival,Unknown,
AI 2846,BOM,Arrival,Expected,VT-EXH
AI 2844,BOM,Arrival,Unknown,
IX 1283,BOM,Arrival,Expected,
AI 494,BOM,Arrival,Unknown,
IX 2368,BOM,Arrival,Unknown,
SQ 422,BOM,Arrival,Expected,9V-SCZ
6E 5216,BOM,Arrival,Expected,VT-NCV
6E 6585,BOM,Arrival,Unknown,
6E 5185,BOM,Arrival,Unknown,
6E 5023,BOM,Arrival,Unknown,
AI 2678,BOM,Arrival,Expected,
6E 6205,BOM,Arrival,Unknown,
QP 1719,BOM,Arrival,Expected,
SG 647,BOM,Arrival,Unknown,
6E 5384,BOM,Arrival,Unknown,
AI 130,BOM,Arrival,Expected,VT-AEN
BA 199,BOM,Arrival,Expected,G-YMMP
AI 2604,BOM,Arrival,Expected,VT-TNE
IX 1238,BOM,Arrival,Unknown,
AI 116,BOM,Arrival,Expected,VT-AEP
6E 826,BOM,Arrival,Unknown,
AI 2729,BOM,Arrival,Unknown,
6E 2157,BOM,Arrival,Expected,
6E 5146,BOM,Arrival,Unknown,
AI 2963,BOM,Arrival,Expected,
SG 1081,BOM,Arrival,Unknown,
AI 472,BOM,Arrival,Unknown,
QP 1102,BOM,Arrival,Unknown,
